"publishedTimeText","simpleText","votes","author","isReply","isHearted","isPinned","isPaid","paidAmount","isSponsor","sponsorshipMonths"
"1 year ago (edited)"," @soumodeepchatterjee3248  Wow Congratulations!! I'm quite in the same conditions now... Guess things will be alright till January comes... let's see🤞🏻","2","@itsmehere8285","true","false","false","false","","false",""
"1 year ago","You cannot change the system but you can change the way you deal with the system. Bruh this lines are op. And thank you 🙂","1","@letsstudydude239","true","false","false","false","","false",""
"1 year ago (edited)"," @itsmehere8285   All the best for your JEE, hope you crack this exam and never forget, always keep your writing skills polished! :)","2","@thesmashingsizzler","true","false","false","false","","false",""
"1 year ago","yepp if you r mature enough to handle it its good","4","@mikeykun5026","true","false","false","false","","false",""
"1 year ago"," @kumarsumit9448  Me too. I thought I made a bad decision cuz all my friends are going to coaching currently and I am doing it from Youtube and books. I like studying myself more cuz I have done that since childhood. My mom use teach me till 6th and from then... I am studying on my own.","1","@loco_girl..2201","true","false","false","false","","false",""
"1 year ago"," @kumarsumit9448  Well, do you any tips about self studying???","0","@loco_girl..2201","true","false","false","false","","false",""
"1 year ago (edited)","​​ @loco_girl..2201 tips for self study is study a lot","0","@55dXY","true","false","false","false","","false",""
"1 year ago","I’m currently new in 11th and preparing for jee advanced.. except I’ve never been good in studies…","0","@Al3xAckerman","true","false","false","false","","false",""
"1 year ago","And I’m really scared.","0","@Al3xAckerman","true","false","false","false","","false",""
"1 year ago"," @Al3xAckerman  Then why did you choose this stream???","0","@loco_girl..2201","true","false","false","false","","false",""
"1 year ago","n(unsuccessful child attempts)=multiply these numbers by 25 {src: Wikipedia). I failed hanging...my vocal chords r kinda distorted and I kinda feel irritation while talking...I lost a load of confidence.... those 25x ppl suffer from permanent fractures,all sorts of worst health issues which makes daily life change drastically in a very bad way and u loose that confidence....","0","@ArjunA-ln3ov","true","false","false","false","","false",""
"1 year ago","Dear senior, im from class 9th and I would LOVE it if you could take out plenty of minute to share some tips with me, i also want to take science and cream iit jee. But in chemistry, those equations feels like a piece of shit. How do I get the fundamentals of chemical equations?","0","@yashrajsrgm","true","false","false","false","","false",""
"3 weeks ago"," @itsmehere8285  have u get placed ??? how was ur result ??","0","@Mahalaxmijiguru","true","false","false","false","","false",""
"3 weeks ago"," @Mahalaxmijiguru  your comment reminded me of this post I made during jee days...thank you.  I'm a 1st yr Fresher , placements are a far story for now...but I'm in IIT Bhilai now..screwed up advanced but still it was good enough to get me an IIT... Just try and you'll reach your goal👍👍","0","@itsmehere8285","true","false","false","false","","false",""
"1 year ago","The reasons mentioned are not only for students but also for every average Indian who is in the phase of working towards our goals, people are depressed on the edge of giving up over that if any person is staying at home then their parents and relatives will start to provoke where the person will get into a situation that he will have to leave what he wants to do and start what the parents and relatives force us..... Hope this reaches everyone❤","232","@gururajsawant","false","true","false","false","","false",""
"1 year ago","Indian students lack two things- 1) Equality 2) Unity","212","@mohitdeb2000","false","false","false","false","","false",""
"1 year ago","And what they have is pressure","7","@azkaali9069","true","false","false","false","","false",""
"1 year ago (edited)","Equality? You are wrong like Communist & Feminist.  Equality is not necessary as everyone is different in multiple ways from interest to Temperament. Freeness & individual personal choices is individual Liberty.  Btw Unity Part is Okay.","4","@equalrights494","true","false","false","false","","false",""
"1 year ago (edited)"," @equalrights494  I accept that man I feel it should be equity instead of equality","2","@mohitdeb2000","true","false","false","false","","false",""
"1 year ago","Nah","0","@annatasha17","true","false","false","false","","false",""
"1 year ago (edited)","​ @equalrights494  by equality he means there shouldn't be reservation of seats","1","@kaushalghosalkar01","true","false","false","false","","false",""
"1 year ago (edited)"," @kaushalghosalkar01   Equality is Wrong. Many Modern Scientists are challenging Equality, watch Dr. Jordan Peterson. Equality can only be done by forcing everyone to be equal but that will hinder individual liberty.","0","@equalrights494","true","false","false","false","","false",""
"1 year ago (edited)","​ @kaushalghosalkar01 that's not good either, please let SCs and STs get the spot they deserve, seat reservation is very good unless the specific boy from that seat reservation section faces discrimination and raggings","1","@yashrajsrgm","true","false","false","false","","false",""
"1 year ago (edited)"," @yashrajsrgm  what do you mean by deserved here bro, did the today's kids face any discrimination or anything? literally most of the people who want reservation are capable of paying fees for classes, study material etc. just cuz their kids can't score to get their favourite clgs they want reservation. reservation should be based on the situation in a family. the kids who can't afford to go to classes or barely have money to buy the study material should get the reservation. they work hard to change the situation of their house but because of some kids who aren't even in need of any reservation, they miss their opportunities","0","@kaushalghosalkar01","true","false","false","false","","false",""
"1 year ago (edited)"," @kaushalghosalkar01  isn't the word ""sc"" and ""st"" meant only from those people? I know middle class is indeed rising, but the marginalised or sc st have economy growth of next to 0. You will hardly even any rich in these category","1","@yashrajsrgm","true","false","false","false","","false",""
"1 year ago (edited)"," @yashrajsrgm  that's what I said. read it again. not all sc st are poor, so it shouldn't be based on caste, the reservation should be based on such conditions. if you're poor, you can have reservation.","1","@kaushalghosalkar01","true","false","false","false","","false",""
"1 year ago (edited)"," @kaushalghosalkar01  oh, I understood what you meant, sorry for not understanding earlier. Yeah now I almost agree with you. But. But. The reservation should still be there. But it should be decreased, I mean, the seats.","0","@yashrajsrgm","true","false","false","false","","false",""
"9 months ago (edited)","​ @yashrajsrgm how tf is reservation good?","0","@Aaron-hh8nx","true","false","false","false","","false",""
"6 months ago","No it lack two things: 1.Education 2.System","0","@mrannoying8627","true","false","false","false","","false",""
"1 year ago","Really,You are going to next best teacher of India.","185","@ujjain_03","false","true","false","false","","false",""
"1 year ago","I will try my best. Thanks ❤","61","@TharunSpeaks","true","false","false","false","","false",""
"1 year ago","That's true","5","@mr.vloggerbhaiya3","true","false","false","false","","false",""
"1 year ago"," @TharunSpeaks  plz keep doing this kind of work and help in building an ideal nation.🇮🇳❤️","3","@novafano1","true","false","false","false","","false",""
"1 year ago"," @TharunSpeaks  U WILL","0","@user-yq7em3yi2m","true","false","false","false","","false",""
"1 year ago (edited)","​​ @TharunSpeaks  you said so easily that don't rely  on academics only and do things apart from academics as well but just for maintaining decent academics, students like me invest nearly all the time we have in a day so how is it possible for us to do so, as there is a saying easier said than done -A frustrated 12th grader","3","@hotspot7824","true","false","false","false","","false",""
"1 year ago"," @hotspot7824  Give 3 hrs to do what u like and give the rest to academics","0","@shrawananil5153","true","false","false","false","","false",""
"1 year ago (edited)"," @shrawananil5153  Bro i think you have surpassed the schooling system (hopefully) if it's true,  tell me were you able dedicate three hours daily to what you like during your 12th apart from academics and basic chores ?","1","@hotspot7824","true","false","false","false","","false",""
"1 year ago","No that's ananand srinivas stayqrious real rancho","0","@ArjunA-ln3ov","true","false","false","false","","false",""
"1 year ago","Aspirants! Please don't make stupid decisions...you might not get into your dream college but that doesn't mean that's the end of your life! Please... please... Don't end up or spoil your life just by the result of one exam. I'm a dropper and I know how much pressure a student can undergo when he/she doesn't get into the college/stream he/she dreams of. But your strong desire or motto is gonna take you to a place even better than your dreams! After studying seriously for a year long I got into BITS HYD Cs which made me forget the stress, pain, insults I went through when I took drop. So whoever is there, I just want to let you know guys is that...this is not the end....you might have something better for your future than what you've dreamt of. So, just keep on grinding and don't lose your desire ....your future might be more beautiful than you've ever thought. Have a good time ahead!","170","@nnn2477","false","true","false","false","","false",""
"1 year ago","How many did u score ...for hyd cs bro....cause I am an aspirant to be an bitsian...can u give short info about marks and seat allotment","7","@dimpumedipalli","true","false","false","false","","false",""
"1 year ago","Bhaiya please say does really mtech in iits worty please please . I am going to join local clg in Hyderabad called cmr it is not even top 10. But i have two choices either mtech in iits or ms in abroad. Please say really mtech in iit worty?","3","@saichaitanya8032","true","false","false","false","","false",""
"1 year ago"," @saichaitanya8032  absolutely buddy!  Mtech in one of the most prestigious colleges in India! who would say no to that? Just don't stop grinding....do study and work for ur dream!","3","@nnn2477","true","false","false","false","","false",""
"1 year ago","You know what it's better to just go to some low level college and do MS in abroad after engineering than spending so much money on good engineering colleges","1","@calvinripley9093","true","false","false","false","","false",""
"1 year ago","I failed after taking drop too didn’t qualified for advanced also. Everything got shattered don’t know how to face society and most importantly my parents. My brother is in IIT. Feels like I am just nothing just a failure person failing again and again.","7","@Harry044","true","false","false","false","","false",""
"1 year ago","Bhaiya how you prepare","1","@aehteshamahmed9132","true","false","false","false","","false",""
"1 year ago"," @Harry044  bro just study engineering in some college and go abroad for MS don't be choosy now, just pass the time and go abroad","6","@calvinripley9093","true","false","false","false","","false",""
"1 year ago"," @Harry044  that's the thing I want to say! UG is not the end of your life.... there're many PPL who didn't make to IITs but settled in very good positions... please don't think that IIT is the only place you can study... consider satya Nadella...he didn't get into IIT...he studied in Manipal and you know what he's now! Just don't think that landing in IIT is the only way to success...you might face some hurdles now....but you don't know how beautiful your future might be","7","@nnn2477","true","false","false","false","","false",""
"1 year ago"," @nnn2477  yup brother gonna grind again more harder this time. ❤️","7","@Harry044","true","false","false","false","","false",""
"1 year ago"," @calvinripley9093   didn’t think much but planning to start preparing for gate.","3","@Harry044","true","false","false","false","","false",""
"1 year ago"," @Harry044  if your not sc/St then forget about gate brother, not worth it for the rest of us","2","@calvinripley9093","true","false","false","false","","false",""
"1 year ago"," @calvinripley9093  open category bro if I was from sc st I would have qualified for advance 🥲","1","@Harry044","true","false","false","false","","false",""
"1 year ago"," @Harry044  try for gate but try harder for studying in abroad tryst me you'll have a much better life in abroad than in India","0","@calvinripley9093","true","false","false","false","","false",""
"1 year ago"," @calvinripley9093  okay bro ❤️","0","@Harry044","true","false","false","false","","false",""
"1 year ago","Bro this year  I can get Bits Goa Cse but the main problem is fees 😒 😢😢","0","@lucifer8257","true","false","false","false","","false",""
"1 year ago"," @lucifer8257 congratulations buddy!! I would suggest you to take education loan and at all costs Don't leave bits by seeing the fee....after getting placed in some good company, you could easily pay back your loan.","1","@nnn2477","true","false","false","false","","false",""
"1 year ago","Instead of taking so many drops, they should look into other career options. Will do much better for others.","0","@debolinachatterjee8970","true","false","false","false","","false",""
"1 year ago","The fact that the education system aims only at the academic aspect is a horror in itself.","166","@maahirasharma9993","false","true","false","false","","false",""
"1 year ago","Indian education system is not even Indian 🙄","4","@illhelpyoudude","true","false","false","false","","false",""
"1 year ago (edited)","​ @illhelpyoudude but English education system is way better than Indian as they constantly evolved it Thanks to Nehru(asshole) and then Gandhi and now Modi to not do anything","0","@ohmslaw6438","true","false","false","false","","false",""
"1 year ago (edited)"," @illhelpyoudude  oh shut up.. its been 70-80 years, if one cant change something in that much time, it becomes thiers","8","@neotetra0288","true","false","false","false","","false",""
"1 year ago"," @neotetra0288  what'd i say ? ......fool .....","0","@illhelpyoudude","true","false","false","false","","false",""
"8 months ago (edited)"," @illhelpyoudude its indian because it is permanently adopted. British raj left. They left the country in ruin, but the government COULD have not adopted this method during the first few decades of independence!","0","@sumiha","true","false","false","false","","false",""
"1 year ago","I am not really a JEE aspirant but an aspirant of NDA, I failed in my previous attempt, got so much of criticism, depression and all that, still mum understood me and now back on track for the SEPT. attempt, thanks tharun for the video it was adroitly donned","166","@kamranahmad9809","false","false","false","false","","false",""
"1 year ago","That's nice bro, best of luck for NDA 😁","5","@soumodeepchatterjee3248","true","false","false","false","","false",""
"1 year ago","All the best for your exam! I hope you succeed for sure!","2","@kaiislovexoxo","true","false","false","false","","false",""
"1 year ago"," @soumodeepchatterjee3248  thank you","0","@kamranahmad9809","true","false","false","false","","false",""
"11 months ago (edited)"," @soumodeepchatterjee3248  thank you very much I have cleared NDA 2 2023","0","@kamranahmad9809","true","false","false","false","","false",""
"11 months ago (edited)"," @kaiislovexoxo    thanks for the wishes   they really helped me out !!","1","@kamranahmad9809","true","false","false","false","","false",""
"10 months ago (edited)"," @kamranahmad9809  I'm very happy for you!!😌🤌","0","@kaiislovexoxo","true","false","false","false","","false",""
"7 months ago","My man, what you doing now?","2","@Someone_2406","true","false","false","false","","false",""
"7 months ago (edited)"," @Someone_2406  cleared NDA2 2023, all set for the next assessment (SSB)   also giving JEE and NDA1  2024","2","@kamranahmad9809","true","false","false","false","","false",""
"1 year ago","I am an engineering student and I have thought of suicide more than many times I can count. It always makes me feel that I have failed everyone who belived at me.  The only thing that is keeping me alive are the faces of my parents. I will keep going through this hell no matter how much painful it it. I will keep smiling through all the painful events.","117","@saptarsi7868","false","true","false","false","","false",""
"1 year ago","yeah specially when you are Not from CS or E&TC  background, there are no good paying jobs for other branches and there is no future right now , other than in IT sector, its really bad","4","@rutuldhote1489","true","false","false","false","","false",""
"1 year ago","Partially same situation but I am jee aspirant","1","@PIHU_DWIVEDI01","true","false","false","false","","false",""
"1 year ago","​ @PIHU_DWIVEDI01  same bruh","0","@vishvgamer8830","true","false","false","false","","false",""
"1 year ago","​ @rutuldhote1489  bruh, there's no EC jobs too. Just CS field also consider taking EC guys.","0","@mandarbamane4268","true","false","false","false","","false",""
"1 year ago (edited)","STAY STRONG YOUR PARENTS LOVE YOU I got only 46 percentile in jee mains . The marks are very low but it didn't make me depressed , now I am in full power and preparing for a drop .","100","@Bombastic_ronny","false","true","false","false","","false",""
"1 year ago"," @hashirkhan7059  It shows there are negative people everywhere  Cmon bro that's a bygone joke now, remain updated , spread positivity!","6","@EnV37","true","false","false","false","","false",""
"1 year ago","Parents do love their children , its universal. But they do not show it to their kids, rather push their kids in a negative way in the name of love (you can easily think lot of examples if you are born in a typical Indian household), so what they are doing is not enough and is wrong. Love is taking them out once in a while,  introduce them to various sports and hobbies, or merely just sitting and talking to them with open heart, not bicch slapping them or cutting down their favourite food when he/she scored  less than 95 percentile!","7","@ragav.r7060","true","false","false","false","","false",""
"1 year ago","bhai agar tu 0 padhai karke jayega to even 2 percentile will not make u depressed...","8","@xyzx08301","true","false","false","false","","false",""
"1 year ago (edited)","@@SantuPOG I am in class 12th  Any advice to junior?","1","@Manisha_421","true","false","false","false","","false",""
"1 year ago (edited)"," @Manisha_421  study and just dont take too much burden .","1","@soorajtr6692","true","false","false","false","","false",""
"1 year ago","Bro dont get me wrong. Taking a drop is not at all worth it myself i took drop for neet last year and studied hard asf and just able to get 454 from 212. Competitive exams sucks. Jee is not the only way to success, if u r aiming for a good package, join any college and work hard for 4 years u will shine after that degree for sure. Taking a drop is not at all worth it that too for nits nah. Think of that one more time. If you couldnt get into nits next year, u will feel like a piece of shit like i felt rn. So think twice bef taking. Im not discouraging u. Im just saying clearing Jee is not the only way for success. Hope you get my point.","3","@Guru-dt3pv","true","false","false","false","","false",""
"1 year ago (edited)"," @Guru-dt3pv  ya bro I am also joining CSE in tier 2 college instead of drop","2","@xyzx08301","true","false","false","false","","false",""
"1 year ago (edited)"," @xyzx08301  wise decision bud👺🙌","2","@Guru-dt3pv","true","false","false","false","","false",""
"1 year ago","I can't even call my parents as my parents for whatever they have done with me , verbally and physically abusing me for years , always mocking me , making fun of me , beated me so badly that I had to be on medication for months, the trauma they gave me , every day in this jee preparation was hell, I just hope that I can get out of here as soon as possible and get therapy when I enter college , no child deserves to be treated in this way,indian parents shouldn't be allowed to have kids neither do they know parenting nor to they know how to love their kids, most of these so called parents are narcissists and have their own problems which they dump on children , when will they understand that children are not punching bags ? If you can't love your kids then use protection rather than blaming the child for your so called problems.","85","@Vivi00875","false","false","false","false","","false",""
"1 year ago","that's sad i hope u clear ur exams❣","6","@the_Unbeaten","true","false","false","false","","false",""
"1 year ago (edited)"," @the_Unbeaten  I did clear it, I am going to college this year","8","@Vivi00875","true","false","false","false","","false",""
"1 year ago (edited)"," @ArjunA-ln3ov  stop spamming","0","@Vivi00875","true","false","false","false","","false",""
"1 year ago"," @Vivi00875  demm best of luck for ur future","3","@the_Unbeaten","true","false","false","false","","false",""
"1 year ago (edited)"," @the_Unbeaten  thank you! I hope you also have a shining future waiting ahead for you <3","4","@Vivi00875","true","false","false","false","","false",""
"1 year ago"," @Vivi00875  which college bro??","1","@opbladez9680","true","false","false","false","","false",""
"1 year ago","Bro best of luck for your future 👍","1","@soumodeepchatterjee3248","true","false","false","false","","false",""
"1 year ago (edited)"," @soumodeepchatterjee3248  thank you, I hope you have a bright future ahead too 💜","1","@Vivi00875","true","false","false","false","","false",""
"1 year ago","The thing you have gone through is horrible and you have suffered a lot because of it so lets hope this was the last time you have to suffer this much wish you a great future ahead","3","@aaryana7160","true","false","false","false","","false",""
"1 year ago"," @aaryana7160  after I got a serious injury cause of my parents beating,they stopped beating me but they have no ounce of regret for whatever they did to me for years either ways thank you, I also hope you have a joyous future ahead of you 🌟","4","@Vivi00875","true","false","false","false","","false",""
"1 year ago","I feel so sorry for you , nobody should go through this . I just hope you are okey rn . Sending some comforting hugs and love , u can think of me as your big sister. Take care","1","@soumyad438","true","false","false","false","","false",""
"1 year ago","Be strong Tera bhii dinn aayega","1","@gaurimeher8954","true","false","false","false","","false",""
"1 year ago","Very very relatable 😭","0","@Crazyard07","true","false","false","false","","false",""
"1 year ago"," @soumyad438  thank you didi 💛","1","@Vivi00875","true","false","false","false","","false",""
"1 year ago"," @gaurimeher8954  hopefully","0","@Vivi00875","true","false","false","false","","false",""
"1 year ago"," @Crazyard07  keep going that's all I can say , everything will be fine in future","0","@Vivi00875","true","false","false","false","","false",""
"1 year ago"," @srinikethn238  in Indian society beating a child is normalised, speaks a lot about our society","3","@Vivi00875","true","false","false","false","","false",""
"1 year ago (edited)"," @Vivi00875  thanks and good luck to u too :)","1","@Crazyard07","true","false","false","false","","false",""
"1 year ago (edited)","​@amel hey I suggest that you take therapy, unhealed trauma manifests in many ways and it can really have a lifelong impact on you, you deserve to be happy and you are worth it, I hope you remember that :)","3","@Vivi00875","true","false","false","false","","false",""
"1 year ago","Fax: n(unsuccessful child attempts)=multiply these numbers by 25 {src: Wikipedia). I failed hanging...my vocal chords r kinda distorted and I kinda feel irritation while talking...I lost a load of confidence.... those 25x ppl suffer from permanent fractures,all sorts of worst health issues which makes daily life change drastically in a very bad way and u loose that confidence....","0","@ArjunA-ln3ov","true","false","false","false","","false",""
"1 year ago","I do agree with whatever you have said","0","@bliss3791","true","false","false","false","","false",""
"1 year ago (edited)"," @opbladez9680  jac delhi","0","@Vivi00875","true","false","false","false","","false",""
"1 year ago","I feel yes becoming parents is now burden hopefully India will become japan 🙂cause I'm also same boat on it 😇","1","@malharkshirsagar3127","true","false","false","false","","false",""
"1 year ago","So how are you now are u okay? Reply plz  You are strong...","3","@Aristotle821","true","false","false","false","","false",""
"1 year ago (edited)"," @Aristotle821  I am doing quite better these days, thank you for asking , I hope you are doing good too","2","@Vivi00875","true","false","false","false","","false",""
"1 year ago (edited)"," @Vivi00875  acha if there is any problem then u can tell me i know i am not a professional but can hear u and the option of talking with mental professional is always open.","2","@Aristotle821","true","false","false","false","","false",""
"1 year ago (edited)"," @Aristotle821  ah okay, thank you","2","@Vivi00875","true","false","false","false","","false",""
"1 year ago (edited)"," @Vivi00875  All the best.","3","@Aristotle821","true","false","false","false","","false",""
"4 days ago"," @Vivi00875  all that you wrote - yes, and EVEN MORE. they start with considering you as a burden to be borne, like a donkey to be fed until you can bear their weight and carry them. NOT as a child, NOT with any ounce of love. so they start out DETESTING us, every single need we have - school or home is seen as a burden and we're abused for them like we're taking space and resources we ABSOLUTELY SHUDN'T.  and when all this hate they've raised us with, comes back to them BY DEFAULT in our behaviour towards them, coz really how should you behave with ppl who always hated you, NO OPPORTUNITY MISSED. then they cry about ""we did so much for you only to get this"". PARENTS GASLIGHT their children, set such terrible example of relationships that even as adults we're so afraid of repeating bad relationship patterns.   instead, in cultures where couples had some life of their own, traveled a little, fulfilled their dreams and experiences, they RESPECT their children as an independent adult and don't abuse them this way.","0","@ranirathi3379","true","false","false","false","","false",""
"1 year ago","I am currently in 11th and seeing Tharun speak so relatable makes me happy that I got someone who can understand people like us. I will give you an Oscar for your work Tharun hats off to you love from sangli❤","68","@salmabhesti3261","false","true","false","false","","false",""
"1 year ago","Things that are the reasons for our education system being trash - 1) Reservations  2) Outdated syllabus  3) Too much pressure of completing assignments, projects, copies etc. 4) Teachers not being well qualified  5) Less practical interactions","66","@Matrix_Max","false","true","false","false","","false",""
"1 year ago","Same problem in Bangladesh too","4","@jahidhosssin54456","true","false","false","false","","false",""
"1 year ago","Correct❤❤❤","2","@techybaba0646","true","false","false","false","","false",""
"1 year ago","True","2","@Rahul-jd2eq","true","false","false","false","","false",""
"1 year ago","When school education is given for free for ALL at ALL schools. Like developed countries provides Reservation can be ended.","4","@upscaspirant-tw2op","true","false","false","false","","false",""
"1 year ago","75% attendance 💀","5","@adityakeshavrawat7518","true","false","false","false","","false",""
"1 year ago"," @adityakeshavrawat7518  yeah that too ☠️","4","@Matrix_Max","true","false","false","false","","false",""
"1 year ago"," @UP_ka_vlogger  2.25 lakhs Indians who went abroad for foreign studies last year disagree, also trying to find someone who asked🤡?","5","@Matrix_Max","true","false","false","false","","false",""
"1 year ago"," @UP_ka_vlogger  uper ki post par general wle isliye baithe hain kyuki wo mhenat krte hain   Reservation wle mhenat nahi krte wo reservation pr depend krte hain..","5","@adityakeshavrawat7518","true","false","false","false","","false",""
"1 year ago"," @UP_ka_vlogger  aur open general wlo ke liye nahi hai Wo sab ke liye hai","5","@adityakeshavrawat7518","true","false","false","false","","false",""
"1 year ago","​ @adityakeshavrawat7518  true bro ,this reservation sucks","5","@nitrrstudent","true","false","false","false","","false",""
"1 year ago (edited)","​​ @UP_ka_vlogger ehle ke history ke wajhe se, jo 75saal pehle khatam hogaya hai, uske wajhese ajke baccho ke sath aisa Wartaab kyu? SC/ST/OBC ke selection rates general se zyada hai competitive exams mei. Kya Backward castes ke bacchoko mehnat karneka aukat nahi hai ? Ya tu khud backward hai isliye zyada dikkat ati hai?","3","@ananyomukherjeeixd281","true","false","false","false","","false",""
"1 year ago (edited)","​ @UP_ka_vlogger konse 1000 saal ? Jaahil proof to de kisko nhi padhne diya? Aur kon ?","0","@pcm987","true","false","false","false","","false",""
"1 year ago (edited)","​ @UP_ka_vlogger 🤡 , EWS is for 25% General category usmein sab aate h irrespective of religion.","0","@pcm987","true","false","false","false","","false",""
"1 year ago (edited)","​ @UP_ka_vlogger 🤡, brahman paisa kama skta tha kya tab   ??","1","@pcm987","true","false","false","false","","false",""
"1 year ago (edited)","​ @UP_ka_vlogger aur sirf reservation hi h kya? Jo tumhe milti aur hame nhi ? Scholarships for foreign education to just sc, st students ?","1","@pcm987","true","false","false","false","","false",""
"1 year ago (edited)","​ @UP_ka_vlogger 😂 gareeb brahman hi bhiksha maangta tha aur uske hi gurukul mein padhna h, hypocrite.","0","@pcm987","true","false","false","false","","false",""
"1 year ago","I'm just 16 and been raised in a toxic environment (by my parents) While watching this video, I remembered my past of trying to commit suicide twice . As been raised in such environment I became more tough, practical, independent, positive and accepted the reality of the life of a Indian middle class. The moral from my past is- you are the one and only responsible for the current happenings i.e., backlogs and failure (almost 80% of the times). And if you are surrounded with toxic people, then, Listen everyone and everything, but give home to only positive ones. 🤝💪","66","@janhveemisra_5864","false","false","false","false","","false",""
"1 year ago (edited)","me too 16 just completed 10th got 89%. my parents kicked me for this marks bet me with belt.And in class 11 I opted for commerce stream my dad told i will not pay fees if u study commerce so i took PCM and studying for my parents 🙂🙃.","9","@manishuchia","true","false","false","false","","false",""
"1 year ago (edited)"," @manishuchia  😂","0","@bhukiyuki","true","false","false","false","","false",""
"1 year ago (edited)","​ @manishuchia wtf this is not fair","3","@youtubertarun1","true","false","false","false","","false",""
"1 year ago (edited)","​​ @manishuchia  ek no ka chu😂 Maa baap ko suicides k dhamkiya deta ya police ko phone kr deta😂","7","@Lucky69K","true","false","false","false","","false",""
"1 year ago (edited)"," LaPulga420  but my dad told he will not pay fee. he wants to see me as software dev","2","@manishuchia","true","false","false","false","","false",""
"1 year ago (edited)","​ @Lucky69K  I edited unnesary","0","@manishuchia","true","false","false","false","","false",""
"1 year ago","Your parents sound really toxic and immature Manish I'm so sorry. Bet they never scored 89% yet they kick you out. At this point you aren't a child but a toy so that they can brag for high dahej from your future spouse Honestly Indian education system can't teach you empathy or manners on how to raise children pfft such parents don't deserve children they deserve worse","0","@rosec_rose6661","true","false","false","false","","false",""
"1 year ago (edited)"," @bhukiyuki  why tf r u laughing","0","@ArjunA-ln3ov","true","false","false","false","","false",""
"1 year ago (edited)"," @manishuchia  you might wanna explain them...like what is the reason for choosing commerce... reasons like I'm not that smart won't make parents convinced...sciences are learnable with practice and there's always a fun element in science...and the country always needs more engineers","2","@ArjunA-ln3ov","true","false","false","false","","false",""
"1 year ago (edited)"," @manishuchia  hope u r joking","0","@KaranS2022","true","false","false","false","","false",""
"1 year ago (edited)"," @KaranS2022  bro iam serious","0","@manishuchia","true","false","false","false","","false",""
"1 year ago (edited)","@@IIT-JEE580 Well,Good Luck for IIT but dont try to commit suicide for less marks.Stay strong crack JEE","0","@manishuchia","true","false","false","false","","false",""
"1 year ago (edited)"," @ArjunA-ln3ov  thanks for motivating me bro 🙂","0","@manishuchia","true","false","false","false","","false",""
"1 year ago (edited)","​​ @manishuchia hat kind of parents you have bro. They don't deserve to be called parents. You need help. Contact a social worker or maybe a psychologist or an elder relative. They need to talk to your parents.","1","@kriketprayme","true","false","false","false","","false",""
"1 year ago (edited)","​ @manishuchia dimag kharab hai kyaa??? Tereko Jo pasand hai  woh karna tha  Naa.","1","@Noobop0770","true","false","false","false","","false",""
"1 year ago","Hey everyone here don't do suicide. Talk to me if you feel this way or u can also talk with online psychological counselor.And one suggestion watch maths unplugged eye opener ep2","1","@Aristotle821","true","false","false","false","","false",""
"1 year ago","Everyone here u can talk to me if u feel this way don't do anything please i know the hopelessness i understand your situation but please don't do anything","2","@Aristotle821","true","false","false","false","","false",""
"8 months ago (edited)","​ @manishuchia  Again, another case of the dark reality of our education system. Almost everyone thinks only science has scope.","1","@nishanthpadigar8631","true","false","false","false","","false",""
"1 year ago","Really disheartening and gruesome facts. The Indian education system surely does need refurbishing.  Also, waiting for you to teach physics! ❤","63","@dragonlord5616","false","true","false","false","","false",""
"1 year ago","Being an IIT jee aspirant I have to go with these regularly it is kind of depressing but when you have parents and god as your strongest support things seems to go easy .I have faced this and could relate with it...Thank you so for coming with this topic nobody talk about this for.","56","@KamleshSingh-pk2io","false","true","false","false","","false",""
"1 year ago","After wasting class 11th completely, I am in class 12th taking offline coaching this time  When I sit to study my stomach starts paining, sweating and shaking  of palms and feet, difficulty in breathing. I can't study I don't know what to do now kuch smjh nhi aa rha","2","@Manisha_421","true","false","false","false","","false",""
"1 year ago","​ @Manisha_421  you have to cover your 11th portions asap for now focus on 12th as you wouldn't face much problem in math and phy as much of it you can learn independently but for chem you do have to cover lessons in 11th like chemical bonding, equilibrium, organic chemistry and hydrocarbon because you gonna learn whole functional grps in 12th so be prepared with 11th start learning in weekdays 12th is very much important","2","@vineethsnambiar8379","true","false","false","false","","false",""
"1 year ago","Message for jee aspirant always remember iit is only for 4 years not all life, there's a lot thing to do in life","49","@StudyCrystal-cn3bj","false","true","false","false","","false",""
"1 year ago","No money no life","1","@anuragmondal","true","false","false","false","","false",""
"1 year ago (edited)","​ @anuragmondal all iitians are not very rich","9","@ggyrcrrs.7","true","false","false","false","","false",""
"1 year ago (edited)","​ @anuragmondal my brother is from IIT Bombay and he got AIR-368 and makes around 40 LPA but only earns 2.5 lakhs a month which is same as compared to some non iitians.","6","@ggyrcrrs.7","true","false","false","false","","false",""
"1 year ago","​ @anuragmondal  if you are educated you will somehow make money.","2","@Mr.VAGlNA","true","false","false","false","","false",""
"1 year ago"," @ggyrcrrs.7  Omg, that is still a huge amount, and a dream of millions!","3","@anuragmondal","true","false","false","false","","false",""
"1 year ago","​ @ggyrcrrs.7  bhai is sai jada to mai bussiness sai. Kama leta hu 😂","0","@Respect-ys7np","true","false","false","false","","false",""
"1 year ago","​ @anuragmondal  noo brooo aim should high 😌","0","@Respect-ys7np","true","false","false","false","","false",""
"1 year ago"," @anuragmondal  so only 11 k students make money in india?","2","@adnaanmuhammed8784","true","false","false","false","","false",""
